MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20190702,06061,Placer County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,1
20190625,06061,Placer County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190618,06061,Placer County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190611,06061,Placer County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190604,06061,Placer County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,1
20190528,06061,Placer County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190521,06061,Placer County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190514,06061,Placer County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,1
20190507,06061,Placer County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,1
20190430,06061,Placer County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,1
20190423,06061,Placer County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,1
20190416,06061,Placer County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,1
20190409,06061,Placer County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,1
20190402,06061,Placer County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,1
20190326,06061,Placer County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,1
20190319,06061,Placer County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,1
20190312,06061,Placer County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,1
20190305,06061,Placer County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,1
20190226,06061,Placer County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,1
20190219,06061,Placer County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,1
20190212,06061,Placer County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-12,2019-02-18,1
20190205,06061,Placer County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-05,2019-02-11,1
20190129,06061,Placer County,CA,93.36,6.64,0.00,0.00,0.00,0.00,2019-01-29,2019-02-04,1
20190122,06061,Placer County,CA,0.00,100.00,6.26,0.00,0.00,0.00,2019-01-22,2019-01-28,1
20190115,06061,Placer County,CA,0.00,100.00,6.26,0.00,0.00,0.00,2019-01-15,2019-01-21,1
20190108,06061,Placer County,CA,0.00,100.00,6.26,0.00,0.00,0.00,2019-01-08,2019-01-14,1
20190101,06061,Placer County,CA,0.00,100.00,6.26,0.00,0.00,0.00,2019-01-01,2019-01-07,1
20181225,06061,Placer County,CA,0.00,100.00,6.26,0.00,0.00,0.00,2018-12-25,2018-12-31,1
20181218,06061,Placer County,CA,0.00,100.00,6.26,0.00,0.00,0.00,2018-12-18,2018-12-24,1
20181211,06061,Placer County,CA,0.00,100.00,6.26,0.00,0.00,0.00,2018-12-11,2018-12-17,1
20181204,06061,Placer County,CA,0.00,100.00,6.51,0.00,0.00,0.00,2018-12-04,2018-12-10,1
20181127,06061,Placer County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-11-27,2018-12-03,1
20181120,06061,Placer County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-11-20,2018-11-26,1
20181113,06061,Placer County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-11-13,2018-11-19,1
20181106,06061,Placer County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-11-06,2018-11-12,1
20191105,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-05,2019-11-11,1
20191029,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-29,2019-11-04,1
20191022,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-22,2019-10-28,1
20191015,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-15,2019-10-21,1
20191008,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-08,2019-10-14,1
20191001,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-01,2019-10-07,1
20190924,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-24,2019-09-30,1
20190917,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-17,2019-09-23,1
20190910,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-10,2019-09-16,1
20190903,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-03,2019-09-09,1
20190827,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-27,2019-09-02,1
20190820,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,1
20190813,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,1
20190806,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,1
20190730,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,1
20190723,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,1
20190716,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,1
20190709,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,1
20190702,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,1
20190625,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190618,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190611,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190604,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,1
20190528,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190521,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190514,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,1
20190507,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,1
20190430,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,1
20190423,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,1
20190416,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,1
20190409,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,1
20190402,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,1
20190326,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,1
20190319,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,1
20190312,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,1
20190305,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,1
20190226,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,1
20190219,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,1
20190212,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-12,2019-02-18,1
20190205,06063,Plumas County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-05,2019-02-11,1
20190129,06063,Plumas County,CA,48.34,51.66,0.00,0.00,0.00,0.00,2019-01-29,2019-02-04,1
20190122,06063,Plumas County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2019-01-22,2019-01-28,1
20190115,06063,Plumas County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2019-01-15,2019-01-21,1
20190108,06063,Plumas County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2019-01-08,2019-01-14,1
20190101,06063,Plumas County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2019-01-01,2019-01-07,1
20181225,06063,Plumas County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-12-25,2018-12-31,1
20181218,06063,Plumas County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-12-18,2018-12-24,1
20181211,06063,Plumas County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-12-11,2018-12-17,1
20181204,06063,Plumas County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-12-04,2018-12-10,1
20181127,06063,Plumas County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-11-27,2018-12-03,1
20181120,06063,Plumas County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-11-20,2018-11-26,1
20181113,06063,Plumas County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-11-13,2018-11-19,1
20181106,06063,Plumas County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-11-06,2018-11-12,1
20191105,06065,Riverside County,CA,79.43,20.57,9.91,0.00,0.00,0.00,2019-11-05,2019-11-11,1
20191029,06065,Riverside County,CA,79.43,20.57,9.91,0.00,0.00,0.00,2019-10-29,2019-11-04,1
20191022,06065,Riverside County,CA,79.43,20.57,9.91,0.00,0.00,0.00,2019-10-22,2019-10-28,1
20191015,06065,Riverside County,CA,79.43,20.57,9.91,0.00,0.00,0.00,2019-10-15,2019-10-21,1
20191008,06065,Riverside County,CA,79.43,20.57,9.91,0.00,0.00,0.00,2019-10-08,2019-10-14,1
20191001,06065,Riverside County,CA,79.43,20.57,9.91,0.00,0.00,0.00,2019-10-01,2019-10-07,1
20190924,06065,Riverside County,CA,53.03,46.97,9.91,0.00,0.00,0.00,2019-09-24,2019-09-30,1
20190917,06065,Riverside County,CA,53.03,46.97,9.91,0.00,0.00,0.00,2019-09-17,2019-09-23,1
20190910,06065,Riverside County,CA,53.03,46.97,8.69,0.00,0.00,0.00,2019-09-10,2019-09-16,1
20190903,06065,Riverside County,CA,53.03,46.97,8.69,0.00,0.00,0.00,2019-09-03,2019-09-09,1
20190827,06065,Riverside County,CA,53.03,46.97,8.69,0.00,0.00,0.00,2019-08-27,2019-09-02,1
20190820,06065,Riverside County,CA,56.12,43.88,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,1
20190813,06065,Riverside County,CA,67.80,32.20,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,1
20190806,06065,Riverside County,CA,75.94,24.06,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,1
20190730,06065,Riverside County,CA,75.94,24.06,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,1
20190723,06065,Riverside County,CA,75.94,24.06,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,1
20190716,06065,Riverside County,CA,75.94,24.06,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,1
20190709,06065,Riverside County,CA,75.94,24.06,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,1
20190702,06065,Riverside County,CA,75.94,24.06,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,1
20190625,06065,Riverside County,CA,75.94,24.06,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190618,06065,Riverside County,CA,75.94,24.06,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190611,06065,Riverside County,CA,75.94,24.06,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190604,06065,Riverside County,CA,75.94,24.06,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,1
20190528,06065,Riverside County,CA,75.94,24.06,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190521,06065,Riverside County,CA,75.94,24.06,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190514,06065,Riverside County,CA,75.94,24.06,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,1
20190507,06065,Riverside County,CA,75.94,24.06,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,1
20190430,06065,Riverside County,CA,75.94,24.06,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,1
20190423,06065,Riverside County,CA,75.94,24.06,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,1
20190416,06065,Riverside County,CA,75.94,24.06,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,1
20190409,06065,Riverside County,CA,75.94,24.06,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,1
20190402,06065,Riverside County,CA,75.94,24.06,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,1
20190326,06065,Riverside County,CA,75.94,24.06,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,1
20190319,06065,Riverside County,CA,75.94,24.06,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,1
20190312,06065,Riverside County,CA,75.94,24.06,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,1
20190305,06065,Riverside County,CA,56.56,43.44,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,1
20190226,06065,Riverside County,CA,56.56,43.44,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,1
20190219,06065,Riverside County,CA,39.42,60.58,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,1
20190212,06065,Riverside County,CA,0.00,100.00,36.40,0.00,0.00,0.00,2019-02-12,2019-02-18,1
20190205,06065,Riverside County,CA,0.00,100.00,36.40,0.00,0.00,0.00,2019-02-05,2019-02-11,1
20190129,06065,Riverside County,CA,0.00,100.00,75.71,0.00,0.00,0.00,2019-01-29,2019-02-04,1
20190122,06065,Riverside County,CA,0.00,100.00,99.96,0.00,0.00,0.00,2019-01-22,2019-01-28,1
20190115,06065,Riverside County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2019-01-15,2019-01-21,1
20190108,06065,Riverside County,CA,0.00,100.00,100.00,24.02,0.00,0.00,2019-01-08,2019-01-14,1
20190101,06065,Riverside County,CA,0.00,100.00,100.00,24.02,0.00,0.00,2019-01-01,2019-01-07,1
20181225,06065,Riverside County,CA,0.00,100.00,100.00,31.29,0.00,0.00,2018-12-25,2018-12-31,1
20181218,06065,Riverside County,CA,0.00,100.00,100.00,31.29,0.00,0.00,2018-12-18,2018-12-24,1
20181211,06065,Riverside County,CA,0.00,100.00,100.00,31.29,0.00,0.00,2018-12-11,2018-12-17,1
20181204,06065,Riverside County,CA,0.00,100.00,100.00,39.96,0.36,0.00,2018-12-04,2018-12-10,1
20181127,06065,Riverside County,CA,0.00,100.00,100.00,39.96,0.36,0.00,2018-11-27,2018-12-03,1
20181120,06065,Riverside County,CA,0.00,100.00,100.00,40.60,0.36,0.00,2018-11-20,2018-11-26,1
20181113,06065,Riverside County,CA,0.00,100.00,100.00,40.60,0.36,0.00,2018-11-13,2018-11-19,1
20181106,06065,Riverside County,CA,0.00,100.00,100.00,40.60,0.36,0.00,2018-11-06,2018-11-12,1
20191105,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-05,2019-11-11,1
20191029,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-29,2019-11-04,1
20191022,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-22,2019-10-28,1
20191015,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-15,2019-10-21,1
20191008,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-08,2019-10-14,1
20191001,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-01,2019-10-07,1
20190924,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-24,2019-09-30,1
20190917,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-17,2019-09-23,1
20190910,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-10,2019-09-16,1
20190903,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-03,2019-09-09,1
20190827,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-27,2019-09-02,1
20190820,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,1
20190813,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,1
20190806,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,1
20190730,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,1
20190723,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,1
20190716,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,1
20190709,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,1
20190702,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,1
20190625,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190618,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190611,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190604,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,1
20190528,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190521,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190514,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,1
20190507,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,1
20190430,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,1
20190423,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,1
20190416,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,1
20190409,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,1
20190402,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,1
20190326,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,1
20190319,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,1
20190312,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,1
20190305,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,1
20190226,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,1
20190219,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,1
20190212,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-12,2019-02-18,1
20190205,06067,Sacramento County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-05,2019-02-11,1
20190129,06067,Sacramento County,CA,81.78,18.22,0.00,0.00,0.00,0.00,2019-01-29,2019-02-04,1
20190122,06067,Sacramento County,CA,0.00,100.00,17.91,0.00,0.00,0.00,2019-01-22,2019-01-28,1
20190115,06067,Sacramento County,CA,0.00,100.00,17.91,0.00,0.00,0.00,2019-01-15,2019-01-21,1
20190108,06067,Sacramento County,CA,0.00,100.00,17.91,0.00,0.00,0.00,2019-01-08,2019-01-14,1
20190101,06067,Sacramento County,CA,0.00,100.00,17.91,0.00,0.00,0.00,2019-01-01,2019-01-07,1
20181225,06067,Sacramento County,CA,0.00,100.00,17.91,0.00,0.00,0.00,2018-12-25,2018-12-31,1
20181218,06067,Sacramento County,CA,0.00,100.00,17.91,0.00,0.00,0.00,2018-12-18,2018-12-24,1
20181211,06067,Sacramento County,CA,0.00,100.00,17.91,0.00,0.00,0.00,2018-12-11,2018-12-17,1
20181204,06067,Sacramento County,CA,0.00,100.00,68.67,0.00,0.00,0.00,2018-12-04,2018-12-10,1
20181127,06067,Sacramento County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-11-27,2018-12-03,1
20181120,06067,Sacramento County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-11-20,2018-11-26,1
20181113,06067,Sacramento County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-11-13,2018-11-19,1
20181106,06067,Sacramento County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2018-11-06,2018-11-12,1
20191105,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-05,2019-11-11,1
20191029,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-29,2019-11-04,1
20191022,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-22,2019-10-28,1
20191015,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-15,2019-10-21,1
20191008,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-08,2019-10-14,1
20191001,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-01,2019-10-07,1
20190924,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-24,2019-09-30,1
20190917,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-17,2019-09-23,1
20190910,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-10,2019-09-16,1
20190903,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-03,2019-09-09,1
20190827,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-27,2019-09-02,1
20190820,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,1
20190813,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,1
20190806,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,1
20190730,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,1
20190723,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,1
20190716,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,1
20190709,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,1
20190702,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,1
20190625,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190618,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190611,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190604,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,1
20190528,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190521,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190514,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,1
20190507,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,1
20190430,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,1
20190423,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,1
20190416,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,1
20190409,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,1
20190402,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,1
20190326,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,1
20190319,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,1
20190312,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,1
20190305,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,1
20190226,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,1
20190219,06069,San Benito County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,1
20190212,06069,San Benito County,CA,0.44,99.56,0.00,0.00,0.00,0.00,2019-02-12,2019-02-18,1
20190205,06069,San Benito County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2019-02-05,2019-02-11,1
20190129,06069,San Benito County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2019-01-29,2019-02-04,1
20190122,06069,San Benito County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2019-01-22,2019-01-28,1
20190115,06069,San Benito County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2019-01-15,2019-01-21,1
20190108,06069,San Benito County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2019-01-08,2019-01-14,1
20190101,06069,San Benito County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2019-01-01,2019-01-07,1
20181225,06069,San Benito County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-12-25,2018-12-31,1
20181218,06069,San Benito County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-12-18,2018-12-24,1
20181211,06069,San Benito County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-12-11,2018-12-17,1
20181204,06069,San Benito County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-12-04,2018-12-10,1
20181127,06069,San Benito County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-11-27,2018-12-03,1
20181120,06069,San Benito County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-11-20,2018-11-26,1
20181113,06069,San Benito County,CA,0.00,100.00,1.26,0.00,0.00,0.00,2018-11-13,2018-11-19,1
20181106,06069,San Benito County,CA,0.00,100.00,1.26,0.00,0.00,0.00,2018-11-06,2018-11-12,1
20191105,06071,San Bernardino County,CA,71.32,28.68,5.46,0.03,0.00,0.00,2019-11-05,2019-11-11,1
