MapDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20190402,06021,Glenn County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,1
20190326,06021,Glenn County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,1
20190319,06021,Glenn County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,1
20190312,06021,Glenn County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,1
20190305,06021,Glenn County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,1
20190226,06021,Glenn County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,1
20190219,06021,Glenn County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,1
20190212,06021,Glenn County,CA,95.02,4.98,0.00,0.00,0.00,0.00,2019-02-12,2019-02-18,1
20190205,06021,Glenn County,CA,95.02,4.98,0.00,0.00,0.00,0.00,2019-02-05,2019-02-11,1
20190129,06021,Glenn County,CA,38.52,61.48,0.00,0.00,0.00,0.00,2019-01-29,2019-02-04,1
20190122,06021,Glenn County,CA,0.00,100.00,61.44,0.00,0.00,0.00,2019-01-22,2019-01-28,1
20190115,06021,Glenn County,CA,0.00,100.00,61.44,0.00,0.00,0.00,2019-01-15,2019-01-21,1
20190108,06021,Glenn County,CA,0.00,100.00,61.44,0.00,0.00,0.00,2019-01-08,2019-01-14,1
20190101,06021,Glenn County,CA,0.00,100.00,61.44,0.00,0.00,0.00,2019-01-01,2019-01-07,1
20181225,06021,Glenn County,CA,0.00,100.00,61.44,0.00,0.00,0.00,2018-12-25,2018-12-31,1
20181218,06021,Glenn County,CA,0.00,100.00,61.44,0.00,0.00,0.00,2018-12-18,2018-12-24,1
20181211,06021,Glenn County,CA,0.00,100.00,61.44,0.00,0.00,0.00,2018-12-11,2018-12-17,1
20181204,06021,Glenn County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-12-04,2018-12-10,1
20181127,06021,Glenn County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-11-27,2018-12-03,1
20181120,06021,Glenn County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-11-20,2018-11-26,1
20181113,06021,Glenn County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2018-11-13,2018-11-19,1
20181106,06021,Glenn County,CA,0.00,100.00,73.03,0.00,0.00,0.00,2018-11-06,2018-11-12,1
20191105,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-05,2019-11-11,1
20191029,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-29,2019-11-04,1
20191022,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-22,2019-10-28,1
20191015,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-15,2019-10-21,1
20191008,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-08,2019-10-14,1
20191001,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-01,2019-10-07,1
20190924,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-24,2019-09-30,1
20190917,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-17,2019-09-23,1
20190910,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-10,2019-09-16,1
20190903,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-03,2019-09-09,1
20190827,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-27,2019-09-02,1
20190820,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,1
20190813,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,1
20190806,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,1
20190730,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,1
20190723,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,1
20190716,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,1
20190709,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,1
20190702,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,1
20190625,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190618,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190611,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190604,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,1
20190528,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190521,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190514,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,1
20190507,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,1
20190430,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,1
20190423,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,1
20190416,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,1
20190409,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,1
20190402,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,1
20190326,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,1
20190319,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,1
20190312,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,1
20190305,06023,Humboldt County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,1
20190226,06023,Humboldt County,CA,98.71,1.29,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,1
20190219,06023,Humboldt County,CA,33.72,66.28,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,1
20190212,06023,Humboldt County,CA,0.00,100.00,34.91,0.00,0.00,0.00,2019-02-12,2019-02-18,1
20190205,06023,Humboldt County,CA,0.00,100.00,34.91,0.00,0.00,0.00,2019-02-05,2019-02-11,1
20190129,06023,Humboldt County,CA,0.00,100.00,34.91,0.00,0.00,0.00,2019-01-29,2019-02-04,1
20190122,06023,Humboldt County,CA,0.00,100.00,100.00,0.02,0.00,0.00,2019-01-22,2019-01-28,1
20190115,06023,Humboldt County,CA,0.00,100.00,100.00,0.02,0.00,0.00,2019-01-15,2019-01-21,1
20190108,06023,Humboldt County,CA,0.00,100.00,100.00,0.02,0.00,0.00,2019-01-08,2019-01-14,1
20190101,06023,Humboldt County,CA,0.00,100.00,100.00,0.02,0.00,0.00,2019-01-01,2019-01-07,1
20181225,06023,Humboldt County,CA,0.00,100.00,100.00,0.02,0.00,0.00,2018-12-25,2018-12-31,1
20181218,06023,Humboldt County,CA,0.00,100.00,100.00,1.76,0.00,0.00,2018-12-18,2018-12-24,1
20181211,06023,Humboldt County,CA,0.00,100.00,100.00,1.76,0.00,0.00,2018-12-11,2018-12-17,1
20181204,06023,Humboldt County,CA,0.00,100.00,100.00,1.76,0.00,0.00,2018-12-04,2018-12-10,1
20181127,06023,Humboldt County,CA,0.00,100.00,100.00,1.76,0.00,0.00,2018-11-27,2018-12-03,1
20181120,06023,Humboldt County,CA,0.00,100.00,100.00,1.76,0.00,0.00,2018-11-20,2018-11-26,1
20181113,06023,Humboldt County,CA,0.00,100.00,100.00,1.76,0.00,0.00,2018-11-13,2018-11-19,1
20181106,06023,Humboldt County,CA,0.00,100.00,100.00,1.76,0.00,0.00,2018-11-06,2018-11-12,1
20191105,06025,Imperial County,CA,55.69,44.31,31.87,0.00,0.00,0.00,2019-11-05,2019-11-11,1
20191029,06025,Imperial County,CA,55.69,44.31,31.87,0.00,0.00,0.00,2019-10-29,2019-11-04,1
20191022,06025,Imperial County,CA,55.69,44.31,31.87,0.00,0.00,0.00,2019-10-22,2019-10-28,1
20191015,06025,Imperial County,CA,55.69,44.31,31.87,0.00,0.00,0.00,2019-10-15,2019-10-21,1
20191008,06025,Imperial County,CA,55.69,44.31,31.87,0.00,0.00,0.00,2019-10-08,2019-10-14,1
20191001,06025,Imperial County,CA,55.69,44.31,31.87,0.00,0.00,0.00,2019-10-01,2019-10-07,1
20190924,06025,Imperial County,CA,9.55,90.45,31.87,0.00,0.00,0.00,2019-09-24,2019-09-30,1
20190917,06025,Imperial County,CA,9.55,90.45,31.87,0.00,0.00,0.00,2019-09-17,2019-09-23,1
20190910,06025,Imperial County,CA,9.55,90.45,0.29,0.00,0.00,0.00,2019-09-10,2019-09-16,1
20190903,06025,Imperial County,CA,9.55,90.45,0.29,0.00,0.00,0.00,2019-09-03,2019-09-09,1
20190827,06025,Imperial County,CA,9.55,90.45,0.29,0.00,0.00,0.00,2019-08-27,2019-09-02,1
20190820,06025,Imperial County,CA,84.24,15.76,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,1
20190813,06025,Imperial County,CA,92.86,7.14,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,1
20190806,06025,Imperial County,CA,92.86,7.14,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,1
20190730,06025,Imperial County,CA,92.86,7.14,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,1
20190723,06025,Imperial County,CA,92.86,7.14,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,1
20190716,06025,Imperial County,CA,92.86,7.14,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,1
20190709,06025,Imperial County,CA,92.86,7.14,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,1
20190702,06025,Imperial County,CA,92.86,7.14,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,1
20190625,06025,Imperial County,CA,92.86,7.14,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190618,06025,Imperial County,CA,92.86,7.14,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190611,06025,Imperial County,CA,92.86,7.14,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190604,06025,Imperial County,CA,92.86,7.14,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,1
20190528,06025,Imperial County,CA,34.90,65.10,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190521,06025,Imperial County,CA,34.90,65.10,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190514,06025,Imperial County,CA,34.90,65.10,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,1
20190507,06025,Imperial County,CA,34.90,65.10,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,1
20190430,06025,Imperial County,CA,34.90,65.10,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,1
20190423,06025,Imperial County,CA,34.90,65.10,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,1
20190416,06025,Imperial County,CA,34.90,65.10,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,1
20190409,06025,Imperial County,CA,34.90,65.10,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,1
20190402,06025,Imperial County,CA,34.90,65.10,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,1
20190326,06025,Imperial County,CA,34.90,65.10,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,1
20190319,06025,Imperial County,CA,34.90,65.10,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,1
20190312,06025,Imperial County,CA,34.90,65.10,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,1
20190305,06025,Imperial County,CA,1.90,98.10,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,1
20190226,06025,Imperial County,CA,1.90,98.10,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,1
20190219,06025,Imperial County,CA,1.51,98.49,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,1
20190212,06025,Imperial County,CA,0.00,100.00,7.46,0.00,0.00,0.00,2019-02-12,2019-02-18,1
20190205,06025,Imperial County,CA,0.00,100.00,7.46,0.00,0.00,0.00,2019-02-05,2019-02-11,1
20190129,06025,Imperial County,CA,0.00,100.00,84.64,0.00,0.00,0.00,2019-01-29,2019-02-04,1
20190122,06025,Imperial County,CA,0.00,100.00,84.37,0.00,0.00,0.00,2019-01-22,2019-01-28,1
20190115,06025,Imperial County,CA,0.00,100.00,86.57,0.00,0.00,0.00,2019-01-15,2019-01-21,1
20190108,06025,Imperial County,CA,0.00,100.00,86.57,53.12,0.00,0.00,2019-01-08,2019-01-14,1
20190101,06025,Imperial County,CA,0.00,100.00,86.57,53.12,0.00,0.00,2019-01-01,2019-01-07,1
20181225,06025,Imperial County,CA,0.00,100.00,86.56,53.19,0.00,0.00,2018-12-25,2018-12-31,1
20181218,06025,Imperial County,CA,0.00,100.00,86.56,53.19,0.00,0.00,2018-12-18,2018-12-24,1
20181211,06025,Imperial County,CA,0.00,100.00,86.56,53.19,0.00,0.00,2018-12-11,2018-12-17,1
20181204,06025,Imperial County,CA,0.00,100.00,100.00,82.29,53.26,0.00,2018-12-04,2018-12-10,1
20181127,06025,Imperial County,CA,0.00,100.00,100.00,82.29,53.26,0.00,2018-11-27,2018-12-03,1
20181120,06025,Imperial County,CA,0.00,100.00,100.00,82.29,53.26,0.00,2018-11-20,2018-11-26,1
20181113,06025,Imperial County,CA,0.00,100.00,100.00,82.29,53.26,0.00,2018-11-13,2018-11-19,1
20181106,06025,Imperial County,CA,0.00,100.00,100.00,82.29,53.26,0.00,2018-11-06,2018-11-12,1
20191105,06027,Inyo County,CA,20.82,79.18,0.00,0.00,0.00,0.00,2019-11-05,2019-11-11,1
20191029,06027,Inyo County,CA,20.85,79.15,0.00,0.00,0.00,0.00,2019-10-29,2019-11-04,1
20191022,06027,Inyo County,CA,20.85,79.15,0.00,0.00,0.00,0.00,2019-10-22,2019-10-28,1
20191015,06027,Inyo County,CA,33.29,66.71,0.00,0.00,0.00,0.00,2019-10-15,2019-10-21,1
20191008,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-08,2019-10-14,1
20191001,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-01,2019-10-07,1
20190924,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-24,2019-09-30,1
20190917,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-17,2019-09-23,1
20190910,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-10,2019-09-16,1
20190903,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-03,2019-09-09,1
20190827,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-27,2019-09-02,1
20190820,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,1
20190813,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,1
20190806,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,1
20190730,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,1
20190723,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,1
20190716,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,1
20190709,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,1
20190702,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,1
20190625,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190618,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190611,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190604,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,1
20190528,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190521,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190514,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,1
20190507,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,1
20190430,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,1
20190423,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,1
20190416,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,1
20190409,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,1
20190402,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,1
20190326,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,1
20190319,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,1
20190312,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,1
20190305,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,1
20190226,06027,Inyo County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,1
20190219,06027,Inyo County,CA,41.63,58.37,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,1
20190212,06027,Inyo County,CA,40.20,59.80,0.00,0.00,0.00,0.00,2019-02-12,2019-02-18,1
20190205,06027,Inyo County,CA,40.20,59.80,0.00,0.00,0.00,0.00,2019-02-05,2019-02-11,1
20190129,06027,Inyo County,CA,27.23,72.77,0.00,0.00,0.00,0.00,2019-01-29,2019-02-04,1
20190122,06027,Inyo County,CA,8.58,91.42,62.03,0.00,0.00,0.00,2019-01-22,2019-01-28,1
20190115,06027,Inyo County,CA,8.58,91.42,72.67,0.00,0.00,0.00,2019-01-15,2019-01-21,1
20190108,06027,Inyo County,CA,8.58,91.42,72.67,0.00,0.00,0.00,2019-01-08,2019-01-14,1
20190101,06027,Inyo County,CA,8.58,91.42,72.67,0.00,0.00,0.00,2019-01-01,2019-01-07,1
20181225,06027,Inyo County,CA,8.58,91.42,72.67,0.00,0.00,0.00,2018-12-25,2018-12-31,1
20181218,06027,Inyo County,CA,8.58,91.42,72.67,0.00,0.00,0.00,2018-12-18,2018-12-24,1
20181211,06027,Inyo County,CA,8.58,91.42,72.67,0.00,0.00,0.00,2018-12-11,2018-12-17,1
20181204,06027,Inyo County,CA,8.58,91.42,72.67,0.00,0.00,0.00,2018-12-04,2018-12-10,1
20181127,06027,Inyo County,CA,0.00,100.00,72.67,0.00,0.00,0.00,2018-11-27,2018-12-03,1
20181120,06027,Inyo County,CA,0.00,100.00,0.19,0.00,0.00,0.00,2018-11-20,2018-11-26,1
20181113,06027,Inyo County,CA,0.00,100.00,0.19,0.00,0.00,0.00,2018-11-13,2018-11-19,1
20181106,06027,Inyo County,CA,0.00,100.00,0.19,0.00,0.00,0.00,2018-11-06,2018-11-12,1
20191105,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-05,2019-11-11,1
20191029,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-29,2019-11-04,1
20191022,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-22,2019-10-28,1
20191015,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-15,2019-10-21,1
20191008,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-08,2019-10-14,1
20191001,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-01,2019-10-07,1
20190924,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-24,2019-09-30,1
20190917,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-17,2019-09-23,1
20190910,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-10,2019-09-16,1
20190903,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-03,2019-09-09,1
20190827,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-27,2019-09-02,1
20190820,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,1
20190813,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,1
20190806,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,1
20190730,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,1
20190723,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-23,2019-07-29,1
20190716,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-16,2019-07-22,1
20190709,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-09,2019-07-15,1
20190702,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-02,2019-07-08,1
20190625,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-25,2019-07-01,1
20190618,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-18,2019-06-24,1
20190611,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-11,2019-06-17,1
20190604,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-06-04,2019-06-10,1
20190528,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-28,2019-06-03,1
20190521,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-21,2019-05-27,1
20190514,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-14,2019-05-20,1
20190507,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-05-07,2019-05-13,1
20190430,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-30,2019-05-06,1
20190423,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-23,2019-04-29,1
20190416,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-16,2019-04-22,1
20190409,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-09,2019-04-15,1
20190402,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-04-02,2019-04-08,1
20190326,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-26,2019-04-01,1
20190319,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-19,2019-03-25,1
20190312,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-12,2019-03-18,1
20190305,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-03-05,2019-03-11,1
20190226,06029,Kern County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-02-26,2019-03-04,1
20190219,06029,Kern County,CA,38.99,61.01,0.00,0.00,0.00,0.00,2019-02-19,2019-02-25,1
20190212,06029,Kern County,CA,15.61,84.39,0.00,0.00,0.00,0.00,2019-02-12,2019-02-18,1
20190205,06029,Kern County,CA,15.61,84.39,0.00,0.00,0.00,0.00,2019-02-05,2019-02-11,1
20190129,06029,Kern County,CA,15.61,84.39,2.37,0.00,0.00,0.00,2019-01-29,2019-02-04,1
20190122,06029,Kern County,CA,0.00,100.00,84.21,0.00,0.00,0.00,2019-01-22,2019-01-28,1
20190115,06029,Kern County,CA,0.00,100.00,84.21,0.00,0.00,0.00,2019-01-15,2019-01-21,1
20190108,06029,Kern County,CA,0.00,100.00,84.21,0.00,0.00,0.00,2019-01-08,2019-01-14,1
20190101,06029,Kern County,CA,0.00,100.00,84.21,0.00,0.00,0.00,2019-01-01,2019-01-07,1
20181225,06029,Kern County,CA,0.00,100.00,84.21,0.00,0.00,0.00,2018-12-25,2018-12-31,1
20181218,06029,Kern County,CA,0.00,100.00,84.21,0.00,0.00,0.00,2018-12-18,2018-12-24,1
20181211,06029,Kern County,CA,0.00,100.00,84.21,0.00,0.00,0.00,2018-12-11,2018-12-17,1
20181204,06029,Kern County,CA,0.00,100.00,84.21,0.00,0.00,0.00,2018-12-04,2018-12-10,1
20181127,06029,Kern County,CA,0.00,100.00,84.21,0.00,0.00,0.00,2018-11-27,2018-12-03,1
20181120,06029,Kern County,CA,0.00,100.00,84.12,0.00,0.00,0.00,2018-11-20,2018-11-26,1
20181113,06029,Kern County,CA,0.00,100.00,84.12,0.00,0.00,0.00,2018-11-13,2018-11-19,1
20181106,06029,Kern County,CA,0.00,100.00,84.12,0.00,0.00,0.00,2018-11-06,2018-11-12,1
20191105,06031,Kings County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-11-05,2019-11-11,1
20191029,06031,Kings County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-29,2019-11-04,1
20191022,06031,Kings County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-22,2019-10-28,1
20191015,06031,Kings County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-15,2019-10-21,1
20191008,06031,Kings County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-08,2019-10-14,1
20191001,06031,Kings County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-10-01,2019-10-07,1
20190924,06031,Kings County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-24,2019-09-30,1
20190917,06031,Kings County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-17,2019-09-23,1
20190910,06031,Kings County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-10,2019-09-16,1
20190903,06031,Kings County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-09-03,2019-09-09,1
20190827,06031,Kings County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-27,2019-09-02,1
20190820,06031,Kings County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-20,2019-08-26,1
20190813,06031,Kings County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-13,2019-08-19,1
20190806,06031,Kings County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-08-06,2019-08-12,1
20190730,06031,Kings County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2019-07-30,2019-08-05,1
